CustomerID,Recency,Frequency,Monetary,Cluster
12626,22,9,6620.4800000000005,2
12627,10,7,4478.53,2
12628,3,3,786.46,2
12630,9,2,1270.88,2
12631,56,1,640.5,6
12633,58,4,2163.98,6
12635,89,2,1689.18,6
12637,66,8,6002.9,6
12638,32,1,671.69,2
12639,238,1,486.1,5
12640,23,3,1174.58,2
12641,114,1,185.9,1
12642,24,3,1013.26,2
12643,127,6,3344.64,1
12644,129,1,477.90999999999997,1
12645,33,4,1775.18,2
12646,4,2,1346.97,2
12647,21,8,2529.22,2
12648,154,1,318.05,1
12649,106,3,623.51,1
12650,2,1,314.44,2
12651,334,1,114.0,3
12652,330,1,919.98,3
12653,148,2,2209.85,1
12654,10,5,601.98,2
12656,16,5,4051.17,2
12657,10,4,1643.18,2
12658,18,1,686.05,2
12659,29,1,91.68,2
12660,10,1,245.10000000000002,2
12662,0,10,3588.3,2
12664,7,9,4881.88,2
12665,324,1,63.0,3
12667,57,1,620.13,6
12668,11,3,3337.28,2
12669,150,3,2744.0299999999997,1
12670,9,5,2996.05,2
12672,329,1,225.9,3
12673,4,2,610.52,2
12674,38,4,1970.6,2
12676,24,6,1331.39,2
12678,41,10,17407.18,2
12679,58,4,1113.02,6
12680,0,4,862.81,2
12681,14,20,11669.43,2
12682,3,29,11204.53,2
12683,3,13,7413.49,2
12684,7,7,2283.63,2
12685,27,6,2863.08,2
12688,113,1,4863.81,1
12689,25,2,1247.6100000000001,2
12690,205,1,389.01,5
12691,27,5,855.8,2
12693,126,4,855.91,1
12694,69,2,869.67,6
12695,6,4,582.1,2
12697,28,3,957.59,2
12700,7,4,4939.99,2
12701,79,2,797.71,6
12702,19,1,219.0,2
12703,70,1,283.55,6
12704,6,8,2340.84,2
12705,14,8,6010.29,2
12707,291,1,603.42,3
12708,29,9,2516.4700000000003,2
12709,14,13,8390.83,2
12710,96,3,1149.02,6
12712,28,11,3925.5,2
12713,0,1,848.55,2
12714,8,5,4708.86,2
12715,105,1,343.36,1
12716,3,2,1053.49,2
12717,150,2,1030.98,1
12718,70,1,238.25,6
12719,4,2,644.95,2
12720,2,23,5124.6,2
12721,31,5,2369.53,2
12722,84,4,997.63,6
12723,3,5,725.07,2
12724,4,4,1031.41,2
12726,27,6,2438.82,2
12727,10,7,3980.7000000000003,2
12728,70,4,836.33,6
12729,113,1,453.01,1
12731,23,11,17824.01,2
12732,179,1,236.26000000000002,5
12733,233,1,383.95,5
12735,314,2,779.5699999999999,3
12736,332,1,234.0,3
12739,77,2,1013.04,6
12740,63,1,427.6,6
12743,133,2,540.13,1
12744,51,7,21279.29,6
12747,1,9,3489.7400000000002,2
12748,0,174,28868.19,4
12749,3,5,4090.88,2
12750,128,1,275.88,1
12752,80,1,4366.78,6
12753,22,5,17838.8,2
12754,235,3,3010.74,5
12755,280,1,17.549999999999997,3
12756,86,1,112.08,6
12757,15,13,7834.650000000001,2
12758,116,2,2791.59,1
12759,51,3,1531.44,6
12762,7,2,1898.52,2
12763,137,1,174.0,1
12764,316,1,1693.88,3
12766,3,6,5840.34,2
12769,238,1,1143.6,5
12770,210,1,1351.45,5
12772,59,1,892.47,6
12775,16,5,1386.04,2
12778,19,6,822.23,2
12779,37,7,3733.2,2
12781,63,2,826.74,6
12782,4,4,1867.42,2
12783,1,6,2225.91,2
12784,8,2,532.82,2
12787,9,3,463.66,2
12789,64,1,91.85,6
12790,191,1,324.92,5
12792,256,1,400.54,3
12793,334,1,413.68,3
12794,52,2,860.41,6
12795,18,1,430.48,2
12798,9,3,6977.04,2
12802,186,1,427.58,5
12808,36,2,354.25,2
12809,177,1,489.31,5
12811,260,3,514.85,3
12812,44,1,229.64000000000001,6
12814,101,1,125.92,1
12815,147,2,1063.46,1
12816,95,2,572.2,6
12817,280,1,166.04000000000002,3
12818,261,1,1542.08,3
12820,2,4,942.34,2
12821,213,1,92.72,5
12822,70,2,948.88,6
12823,74,5,1759.5,6
12824,59,1,397.12,6
12826,2,6,1319.72,2
12827,5,3,430.15,2
12828,2,6,1018.71,2
12829,336,1,207.25,3
12830,37,6,6814.64,2
12831,261,1,215.05,3
12832,31,2,383.03000000000003,2
12833,144,1,417.38,1
12834,282,1,312.38,3
12836,58,4,2610.36,6
12837,172,1,134.1,5
12838,33,1,281.16,2
12839,2,12,4853.97,2
12840,143,4,2726.77,1
12841,4,23,3485.59,2
12842,69,2,1118.99,6
12843,65,8,1702.26,6
12844,28,2,325.96000000000004,2
12845,266,4,354.09000000000003,3
12847,21,1,843.64,2
12849,30,2,1010.29,2
12851,96,1,131.81,6
12852,294,1,311.55,3
12853,134,6,1957.1000000000001,1
12854,78,3,1316.25,6
12856,7,6,2170.78,2
12857,210,2,1106.4,5
12863,51,1,521.2,6
12864,137,1,147.12,1
12865,25,2,1568.23,2
12866,282,1,559.12,3
12867,25,6,3646.55,2
12868,185,5,1403.76,5
12871,83,2,380.64,6
12872,326,1,221.44,3
12873,281,1,374.0,3
12875,142,1,49.470000000000006,1
12876,57,2,2218.02,6
12877,3,11,1385.71,2
12878,235,2,854.99,5
12879,44,3,573.22,6
12881,275,1,298.0,3
12882,8,2,1463.04,2
12883,24,4,703.47,2
12884,87,1,309.05,6
12885,62,3,1175.22,6
12886,67,2,1378.4,6
12888,213,2,354.12,5
12890,23,1,376.71999999999997,2
12891,185,3,331.0,5
12893,30,1,176.55,2
12895,41,2,372.8,6
12897,204,2,216.5,5
12901,8,28,17654.54,2
12902,264,1,138.68,3
12904,17,2,496.06,2
12906,11,5,2919.81,2
12908,175,2,750.0,5
12909,39,5,2178.67,2
12910,22,8,3075.04,2
12912,2,5,1662.3,2
12913,4,4,2066.01,2
12915,148,1,164.0,1
12916,138,4,2944.95,1
12917,127,1,594.0,1
12919,7,6,1335.19,2
12920,16,1,162.78,2
12921,8,35,15899.29,2
12922,160,1,405.38,1
12923,63,1,172.82,6
12924,87,4,933.7,6
12925,4,2,694.05,2
12928,34,4,1670.3600000000001,2
12929,311,1,117.85,3
12930,77,2,415.8,6
12931,21,13,41878.96,2
12933,23,3,607.53,2
12935,1,7,2160.7,2
12936,16,4,1063.9,2
12937,14,4,1504.27,2
12938,25,1,114.14,2
12939,63,8,11581.8,6
12940,54,2,899.69,6
12942,130,2,416.85,1
12944,35,1,317.56,2
12945,287,1,462.95,3
12947,143,5,1299.95,1
12948,15,7,2064.95,2
12949,30,8,4167.22,2
12950,1,3,1843.0,2
12951,8,6,1064.07,2
12952,5,4,1387.79,2
12953,9,1,329.85,2
12955,0,11,4757.16,2
12956,305,1,108.07,3
12957,9,8,4017.54,2
12962,6,2,266.39,2
12963,7,7,1490.83,2
12965,88,1,769.8100000000001,6
12966,9,1,160.18,2
12968,111,1,135.95,1
12970,6,4,405.47,2
12971,3,81,10753.72,4
12974,197,1,144.8,5
12976,211,1,738.6,5
12977,155,1,39.239999999999995,1
12980,157,8,6485.58,1
12981,29,2,372.21999999999997,2
12982,242,1,390.54,5
12984,18,1,97.5,2
12985,0,2,1239.38,2
12987,73,2,558.7,6
12988,291,1,505.82,3
12989,2,14,6721.61,2
12990,30,3,409.5,2
12991,22,2,503.76,2
12993,22,4,414.76,2
12994,3,3,974.42,2
12995,84,1,211.32,6
12997,21,4,1226.89,2
12999,195,3,455.88,5
13000,106,2,333.1,1
13001,3,13,9785.970000000001,2
13002,317,1,120.95,3
13003,105,3,149.05,1
13004,11,17,5298.9,2
13005,173,2,513.7,5
13006,55,1,81.57,6
13008,322,1,229.47,3
13012,8,8,1646.8400000000001,2
13013,0,11,3282.6,2
13014,10,10,3466.28,2
13015,52,5,3339.64,6
13016,72,3,789.89,6
13017,6,1,204.0,2
13018,15,28,7277.7,2
13021,3,8,2459.03,2
13023,63,2,689.9,6
13026,0,5,975.36,2
13027,113,5,5472.0,1
13028,22,2,661.3199999999999,2
13029,30,2,865.0,2
13030,10,1,350.08,2
13032,51,2,1010.1800000000001,6
13034,54,1,476.91,6
13035,73,2,921.88,6
13037,137,3,881.07,1
13038,79,3,908.46,6
13040,8,2,676.99,2
13043,272,1,516.42,3
13044,290,1,560.47,3
13045,98,1,305.28000000000003,1
13046,30,2,619.31,2
13047,31,7,2870.91,2
13048,13,4,1819.41,2
13049,63,2,656.6800000000001,6
13050,14,13,4636.99,2
13052,211,1,348.15000000000003,5
13055,77,3,1214.41,6
13058,24,3,271.40000000000003,2
13059,249,1,183.4,3
13060,253,1,307.53000000000003,3
13061,71,1,248.61,6
13062,190,1,346.98,5
13064,12,4,1105.59,2
13066,23,2,470.8,2
13067,81,1,115.46000000000001,6
13068,9,2,344.0,2
13069,0,20,3787.32,2
13070,191,1,228.8,5
13072,266,1,177.15,3
13075,129,1,919.61,1
13077,0,3,414.3,2
13078,2,24,11746.78,2
13079,3,5,220.10000000000002,2
13080,178,1,58.08,5
13081,11,9,25970.6,2
13082,125,9,3613.63,1
13083,3,2,303.75,2
13085,157,2,416.08,1
13089,2,89,52808.87,4
13090,8,11,7902.42,2
13091,27,1,345.82,2
13092,70,4,292.38,6
13093,275,5,4036.96,3
13094,20,11,1703.64,2
13095,70,1,74.39999999999999,6
13097,32,9,5698.32,2
13098,0,28,28882.44,2
13099,98,1,207.36,1
13101,233,1,101.19,5
13102,0,22,5750.17,2
13103,39,1,243.94,2
13104,2,5,996.72,2
13106,132,1,76.5,1
13107,43,4,1531.6200000000001,6
13109,59,2,786.54,6
13110,30,7,1488.67,2
13113,0,23,11872.99,2
13115,11,4,2294.78,2
13116,137,1,501.14,1
13117,21,6,596.76,2
13118,19,5,1197.81,2
13120,238,1,30.6,5
13121,268,1,283.73,3
13122,93,2,922.39,6
13124,89,2,2500.01,6
13126,4,6,1876.2,2
13127,77,1,259.17,6
13130,93,1,64.0,6
13131,22,3,1073.3,2
13132,261,1,77.3,3
13133,273,2,109.8,3
13134,85,4,1793.58,6
13135,196,1,3096.0,5
13136,55,5,2607.61,6
13137,10,8,3603.29,2
13138,21,5,769.16,2
13139,15,7,5064.9400000000005,2
13140,107,2,264.21,1
13141,84,5,2388.75,6
13142,18,1,307.09000000000003,2
13144,332,1,110.95,3
13145,39,3,323.52,2
13146,25,1,228.91,2
13147,9,4,712.8,2
13148,28,11,3373.86,2
13149,13,4,1676.06,2
13151,295,1,1257.8700000000001,3
13153,5,1,486.22,2
13155,32,3,592.06,2
13157,48,4,1741.22,6
13158,94,4,1201.06,6
13159,8,4,1429.35,2
13160,21,1,91.8,2
13161,312,1,112.75,3
13162,121,4,1679.89,1
13165,45,1,666.8399999999999,6
13166,282,1,417.2,3
13167,18,4,791.33,2
13168,35,4,1299.59,2
13169,63,2,712.88,6
13170,26,1,108.81,2
13171,21,3,468.41,2
13173,3,1,187.71,2
13174,15,2,1373.76,2
13176,45,1,481.49,6
13177,64,1,282.45,6
13178,25,10,5015.47,2
13182,44,1,121.18,6
13183,7,9,3957.78,2
13184,14,10,1668.95,2
13185,267,1,71.4,3
13186,39,3,1575.89,2
13187,336,1,236.02,3
13188,10,1,114.6,2
13189,18,2,260.68,2
13192,94,2,911.94,6
13193,60,1,112.08,6
13194,135,1,60.7,1
13196,10,4,1797.78,2
13198,9,5,3016.69,2
13199,3,36,9105.32,2
13200,18,4,870.09,2
13203,9,4,869.46,2
13207,14,2,250.26000000000002,2
13208,58,6,1217.65,6
13209,29,7,5572.76,2
13210,93,1,353.48,6
13211,9,2,984.72,2
13212,19,3,786.83,2
13213,56,5,1520.58,6
13216,267,1,333.74,3
13217,121,3,533.98,1
13218,126,1,62.64,1
13220,77,4,819.2900000000001,6
13221,239,1,349.25,5
13223,199,2,163.2,5
13224,59,2,2155.95,6
13225,2,6,5257.12,2
13226,272,1,108.21000000000001,3
13227,201,1,257.7,5
13228,80,1,358.0,6
13229,225,1,160.95,5
13230,3,13,2662.18,2
13232,12,7,1328.35,2
13233,73,2,605.12,6
13235,211,1,1031.07,5
13236,24,2,744.85,2
13238,16,3,609.58,2
13239,261,1,329.56,3
13240,95,3,439.58,6
13242,111,3,270.40000000000003,1
13243,202,1,585.12,5
13244,92,1,121.74000000000001,6
13245,50,1,430.5,6
13246,17,6,1961.52,2
13247,17,4,501.12,2
13248,124,2,465.68,1
13249,91,3,711.41,6
13253,156,2,1030.4,1
13255,8,1,173.81,2
13258,11,3,672.83,2
13259,61,1,283.18,6
13260,60,1,557.62,6
13261,268,2,944.1,3
13262,262,1,200.29,3
13263,0,35,7436.93,2
13265,52,5,2092.66,6
13266,10,12,3834.2599999999998,2
13267,2,17,3899.19,2
13268,17,11,3174.75,2
13269,0,13,4681.11,2
13271,36,1,211.49,2
13272,30,2,276.56,2
13273,112,1,138.98,1
13276,63,2,590.9300000000001,6
13277,15,4,258.4,2
13278,40,1,542.73,6
13279,77,1,137.75,6
13280,121,3,798.46,1
13282,17,3,1132.14,2
13283,59,2,93.66,6
13284,330,1,201.19,3
13285,22,4,2709.12,2
13291,155,1,361.11,1
13292,38,2,578.94,2
13294,189,2,873.74,5
13296,136,1,87.4,1
13297,7,4,2089.85,2
13298,0,1,360.0,2
13299,267,1,142.5,3
13300,168,1,371.89,5
13301,103,4,618.09,1
13302,154,1,63.75,1
13305,3,9,1864.66,2
13307,119,1,15.0,1
13308,22,3,1385.51,2
13309,6,5,1456.79,2
13310,27,3,1132.03,2
13311,3,2,598.57,2
13313,21,5,1555.3200000000002,2
13314,1,3,775.94,2
13316,36,4,5732.93,2
13317,65,4,2035.63,6
13318,0,3,640.76,2
13319,4,22,9294.47,2
13320,77,4,1532.2,6
13321,71,2,567.36,6
13322,16,1,199.48000000000002,2
13323,2,5,787.85,2
13324,35,9,6471.85,2
13325,81,1,675.3,6
13327,38,6,2882.77,2
13328,315,1,1308.48,3
13329,31,1,484.79999999999995,2
13330,92,3,1140.93,6
13332,13,1,350.90000000000003,2
13334,81,3,3502.32,6
13336,76,1,795.12,6
13338,157,1,487.02,1
13339,200,1,860.12,5
13340,44,7,10736.48,6
13341,260,1,775.85,3
13343,177,1,353.43,5
13344,67,3,2511.69,6
13345,287,1,389.5,3
13347,69,1,341.36,6
13348,63,1,233.76000000000002,6
13349,10,1,247.32,2
13350,15,2,979.12,2
13351,65,1,373.94,6
13352,59,1,397.98,6
13354,70,1,743.53,6
13355,121,1,674.7,1
13356,79,1,768.24,6
13357,256,1,609.4,3
13358,268,1,439.03000000000003,3
13359,63,1,439.56,6
13362,8,4,3090.7400000000002,2
13363,17,2,992.5,2
13364,70,1,134.96,6
13365,33,2,2225.37,2
13366,49,1,56.16,6
13368,256,2,623.4,3
13372,89,1,378.64,6
13373,60,3,3312.25,6
13375,88,1,778.65,6
13376,98,3,1019.76,1
13379,25,3,572.56,2
13381,31,6,3639.31,2
13382,280,1,222.99,3
13384,30,7,4151.93,2
13385,329,1,534.57,3
13388,130,2,677.1,1
13389,10,3,797.96,2
13390,74,1,544.08,6
13391,203,1,59.8,5
13394,1,8,2520.02,2
13395,184,1,307.72,5
13396,28,2,1360.99,2
13397,72,5,1544.13,6
13398,191,1,457.34000000000003,5
13402,126,1,312.95,1
13403,17,1,75.0,2
13404,0,2,252.49,2
13405,73,3,572.451,6
13408,1,57,25085.84,4
13410,23,5,1003.06,2
13411,106,1,213.55,1
13414,133,3,1390.5,1
13416,43,2,712.5,6
13417,4,2,640.83,2
13418,11,13,4547.81,2
13419,63,1,221.06,6
13420,149,2,159.85,1
13421,39,2,1833.71,2
13422,63,1,2626.3,6
13425,107,3,1624.21,1
13426,0,9,3304.34,2
13427,18,3,582.6,2
13428,9,1,201.78,2
13429,10,4,1006.8,2
13430,18,2,679.45,2
13431,66,2,1269.1,6
13434,73,2,534.24,6
13435,4,7,3809.89,2
13436,1,1,196.89,2
13437,13,7,3408.06,2
13439,254,1,283.71,3
13441,91,1,296.64,6
13447,22,3,1129.14,2
13448,16,3,2705.15,2
13449,23,1,291.88,2
13450,26,6,2043.72,2
13451,25,5,2898.2599999999998,2
13452,258,2,590.0,3
13453,165,2,356.98,1
13455,24,1,365.4,2
13456,17,6,1766.72,2
13458,6,13,8460.710000000001,2
13460,28,2,183.44,2
13461,38,3,1445.0,2
13462,252,1,151.5,3
13464,57,1,674.68,6
13466,183,1,307.90000000000003,5
13467,10,2,1071.91,2
13468,1,33,4793.97,2
13470,98,2,165.0,1
13471,0,4,2501.84,2
13473,60,2,422.64,6
13474,235,1,224.34,5
13475,190,4,1431.78,5
13476,178,2,1238.47,5
13477,37,6,1454.58,2
13479,200,2,300.95,5
13481,45,5,1804.56,6
13482,231,1,184.64000000000001,5
13483,65,1,140.34,6
13484,240,1,313.8,5
13485,232,1,454.24,5
13486,77,3,1122.41,6
13487,57,2,382.25,6
13488,16,12,7586.39,2
13489,104,4,449.52,1
13491,51,8,1019.42,6
13492,135,3,1269.84,1
13493,274,2,618.63,3
13494,311,1,316.26000000000005,3
13495,7,3,1179.44,2
13496,10,1,152.32,2
13497,282,1,194.55,3
13499,17,5,1159.1100000000001,2
13500,22,3,1166.77,2
13501,287,1,1340.32,3
13502,16,3,292.0,2
13503,70,1,216.85,6
13504,63,1,295.93,6
13505,72,4,4393.63,6
13506,315,1,157.4,3
13507,2,4,2479.16,2
13508,243,1,110.97,5
13509,8,7,979.72,2
13510,0,4,1791.56,2
13512,260,1,251.21,3
13513,126,1,205.1,1
13514,73,1,152.20000000000002,6
13515,72,4,891.12,6
13516,20,3,1389.41,2
13517,59,3,2128.42,6
13518,85,1,627.16,6
13519,77,1,122.75,6
13520,58,5,3320.95,6
13521,0,3,1071.73,2
13522,29,1,125.80000000000001,2
13523,32,4,3397.93,2
13524,40,5,680.1800000000001,2
13525,14,2,628.78,2
13527,33,7,2242.36,2
13529,78,2,307.76,6
13531,204,1,178.35,5
13532,33,1,210.31,2
13533,182,3,269.09,5
13534,1,23,5586.88,2
13536,0,7,3444.39,2
13538,42,7,1280.85,6
13539,85,3,631.34,6
13544,39,2,276.06,2
13546,11,3,621.09,2
13548,95,2,678.16,6
13549,25,7,918.2,2
13551,318,1,91.80000000000001,3
13552,65,12,3740.07,6
13555,73,4,4098.88,6
13557,27,2,584.0600000000001,2
13558,5,4,594.52,2
13560,6,1,171.42000000000002,2
13561,215,1,141.85999999999999,5
13562,81,3,1799.3300000000002,6
13563,83,2,777.53,6
13564,143,1,550.64,1
13565,18,2,240.22,2
13566,40,2,856.84,6
13568,172,1,187.05,5
13569,16,1,228.8,2
13570,242,1,239.49,5
13571,12,12,2088.94,2
13572,205,1,1384.25,5
13573,49,2,290.25,6
13575,22,5,732.07,2
13576,9,17,6368.1900000000005,2
13577,24,4,1687.6000000000001,2
13579,14,1,302.34000000000003,2
13581,308,1,118.0,3
13583,155,1,781.03,1
13584,306,1,142.4,3
13587,63,1,712.4,6
13588,15,9,2478.95,2
13589,14,2,379.65,2
13590,10,6,1981.92,2
13591,64,3,1117.13,6
13592,35,4,247.95999999999998,2
13593,107,5,2011.88,1
13594,52,1,396.97,6
13596,5,2,664.11,2
13598,46,1,160.04,6
13599,0,19,4797.08,2
13600,311,1,219.52,3
13601,44,2,693.32,6
13602,64,1,428.89,6
13603,25,1,164.34,2
13606,28,3,276.75,2
13607,39,1,675.51,2
13610,11,7,1082.33,2
13611,88,2,851.25,6
13614,23,4,1585.46,2
13615,318,1,417.69,3
13617,39,3,544.18,2
13618,173,1,177.34,5
13621,116,1,213.85,1
13623,30,5,727.74,2
13626,252,1,257.23,3
13627,58,4,1327.28,6
13629,22,11,7792.36,2
13630,4,7,2031.78,2
13631,99,11,3070.42,1
13632,24,5,2118.93,2
13634,32,5,1547.3600000000001,2
13635,67,1,1071.03,6
13636,36,5,949.12,2
13637,51,3,804.3,6
13638,15,1,122.64,2
13639,73,1,1033.34,6
13642,215,1,312.28,5
13643,30,3,519.44,2
13644,15,4,2624.26,2
13645,119,1,252.1,1
13647,9,4,1648.1200000000001,2
13649,256,1,148.8,3
13650,16,6,1836.3400000000001,2
13651,34,2,94.2,2
13652,45,2,786.28,6
13654,42,6,2707.33,6
13655,113,2,932.97,1
13656,164,2,379.65,1
13657,10,2,382.14,2
13658,9,5,2639.17,2
13659,205,2,1563.0,5
13662,85,3,881.26,6
13663,178,1,189.47,5
13666,59,3,84.65,6
13667,148,1,299.05,1
13668,2,20,6122.17,2
13669,50,2,218.55,6
13670,74,1,349.7,6
13672,300,2,186.39000000000001,3
13673,18,2,387.44,2
13675,150,2,486.82000000000005,1
13678,151,1,232.6,1
13680,0,4,3719.12,2
13681,17,4,827.83,2
13682,186,1,59.5,5
13684,285,1,65.13,3
13685,2,7,3119.44,2
13686,182,1,72.0,5
13689,62,1,910.0,6
13690,58,1,172.25,6
13692,24,3,1488.32,2
13694,3,48,62142.58,4
13695,30,15,2504.13,2
13697,38,1,151.3,2
13699,154,1,308.58000000000004,1
13700,25,10,2248.63,2
13703,317,1,99.5,3
13704,4,9,2308.06,2
13705,7,2,393.72,2
13706,302,1,330.79,3
13707,266,2,806.41,3
13708,270,1,285.33,3
13709,3,13,6307.650000000001,2
13710,31,1,180.48,2
13711,218,2,252.06,5
13712,246,1,228.84,5
13715,280,2,582.71,3
13716,268,1,138.28,3
13717,31,6,1445.01,2
13718,245,2,306.55,5
13719,14,5,1041.68,2
13720,116,4,799.9,1
13721,35,1,524.14,2
13722,131,3,2375.41,1
13723,216,1,199.85000000000002,5
13725,49,8,1980.56,6
13726,38,2,1079.66,2
13727,28,2,333.48,2
13728,36,6,1016.14,2
13730,135,2,752.6,1
