,CustomerID,Recency,Frequency,Monetary,Cluster
145,12530,59,4,1662.28,4
146,12531,14,1,125.22,1
147,12532,29,1,349.83000000000004,1
148,12534,130,1,1089.18,3
149,12535,91,2,716.35,4
150,12536,42,3,12601.830000000002,4
151,12538,28,1,363.95,1
152,12539,21,4,5568.35,1
153,12540,19,16,12519.23,1
154,12541,29,3,981.18,1
155,12544,35,1,372.7,1
156,12545,74,2,1000.39,4
157,12546,46,2,1161.5,4
158,12547,197,2,207.8,2
159,12548,165,1,95.19999999999999,3
160,12550,78,1,964.83,4
161,12552,38,2,437.82,1
162,12553,7,10,3692.28,1
163,12556,49,2,599.56,4
164,12557,15,4,11370.960000000001,1
165,12558,7,1,269.96,1
166,12559,310,2,561.71,6
167,12560,4,3,2134.01,1
168,12561,302,1,238.85,6
169,12562,7,7,3781.7400000000002,1
170,12564,260,1,456.90000000000003,6
171,12565,288,1,145.92000000000002,6
172,12566,85,1,351.65,4
173,12567,22,8,7458.9,1
174,12569,1,32,4124.6900000000005,1
175,12571,39,2,519.61,1
176,12572,8,2,1020.4200000000001,1
177,12573,226,1,160.54000000000002,2
178,12574,315,1,218.45000000000002,6
179,12576,35,5,1315.83,1
180,12577,34,2,430.71,1
181,12578,20,2,2794.51,1
182,12579,77,1,440.42,4
183,12580,246,1,415.7,2
184,12581,39,1,197.71,1
185,12582,238,2,511.36,2
186,12583,2,14,6425.52,1
187,12584,3,9,2338.15,1
188,12585,233,1,777.25,2
189,12586,16,1,196.94000000000003,1
190,12587,7,1,144.0,1
191,12588,38,1,214.89999999999998,1
192,12589,28,2,646.68,1
193,12590,210,2,9864.26,2
194,12591,316,1,452.84999999999997,6
195,12592,91,2,437.6,4
196,12593,108,3,418.1,3
197,12594,37,10,3338.2200000000003,1
198,12596,50,2,618.27,4
199,12597,18,4,3811.22,1
200,12598,9,8,3023.08,1
201,12599,28,7,1032.58,1
202,12600,28,8,2324.24,1
203,12601,189,5,577.0600000000001,2
204,12602,58,1,153.12,4
205,12603,21,1,739.1999999999999,1
206,12604,78,2,254.18,4
207,12607,59,1,1579.51,4
208,12609,77,3,1126.85,4
209,12610,22,5,2099.54,1
210,12611,51,1,1193.32,4
211,12612,73,1,704.04,4
212,12613,56,5,3344.38,4
213,12614,277,1,315.6,6
214,12615,1,4,2291.19,1
215,12616,94,2,713.3,4
216,12617,28,1,352.98,1
217,12618,21,1,177.31,1
218,12619,15,9,3641.24,1
219,12620,14,3,1339.41,1
220,12621,1,18,12306.02,1
221,12622,231,1,180.1,2
222,12623,275,1,305.1,6
223,12624,105,2,641.13,3
224,12625,211,2,2683.82,2
225,12626,22,9,6620.4800000000005,1
226,12627,10,7,4478.53,1
227,12628,3,3,786.46,1
228,12630,9,2,1270.88,1
229,12631,56,1,640.5,4
230,12633,58,4,2163.98,4
231,12635,89,2,1689.18,4
232,12637,66,8,6002.9,4
233,12638,32,1,671.69,1
234,12639,238,1,486.1,2
235,12640,23,3,1174.58,1
236,12641,114,1,185.9,3
237,12642,24,3,1013.26,1
238,12643,127,6,3344.64,3
239,12644,129,1,477.90999999999997,3
240,12645,33,4,1775.18,1
241,12646,4,2,1346.97,1
242,12647,21,8,2529.22,1
243,12648,154,1,318.05,3
244,12649,106,3,623.51,3
245,12650,2,1,314.44,1
246,12651,334,1,114.0,6
247,12652,330,1,919.98,6
248,12653,148,2,2209.85,3
249,12654,10,5,601.98,1
250,12656,16,5,4051.17,1
251,12657,10,4,1643.18,1
252,12658,18,1,686.05,1
253,12659,29,1,91.68,1
254,12660,10,1,245.10000000000002,1
255,12662,0,10,3588.3,1
256,12664,7,9,4881.88,1
257,12665,324,1,63.0,6
258,12667,57,1,620.13,4
259,12668,11,3,3337.28,1
260,12669,150,3,2744.0299999999997,3
261,12670,9,5,2996.05,1
262,12672,329,1,225.9,6
263,12673,4,2,610.52,1
264,12674,38,4,1970.6,1
265,12676,24,6,1331.39,1
266,12678,41,10,17407.18,1
267,12679,58,4,1113.02,4
268,12680,0,4,862.81,1
269,12681,14,20,11669.43,1
270,12682,3,29,11204.53,1
271,12683,3,13,7413.49,1
272,12684,7,7,2283.63,1
273,12685,27,6,2863.08,1
274,12688,113,1,4863.81,3
275,12689,25,2,1247.6100000000001,1
276,12690,205,1,389.01,2
277,12691,27,5,855.8,1
278,12693,126,4,855.91,3
279,12694,69,2,869.67,4
280,12695,6,4,582.1,1
281,12697,28,3,957.59,1
282,12700,7,4,4939.99,1
283,12701,79,2,797.71,4
284,12702,19,1,219.0,1
285,12703,70,1,283.55,4
286,12704,6,8,2340.84,1
287,12705,14,8,6010.29,1
288,12707,291,1,603.42,6
289,12708,29,9,2516.4700000000003,1
290,12709,14,13,8390.83,1
291,12710,96,3,1149.02,4
292,12712,28,11,3925.5,1
293,12713,0,1,848.55,1
294,12714,8,5,4708.86,1
295,12715,105,1,343.36,3
296,12716,3,2,1053.49,1
297,12717,150,2,1030.98,3
298,12718,70,1,238.25,4
299,12719,4,2,644.95,1
300,12720,2,23,5124.6,1
301,12721,31,5,2369.53,1
302,12722,84,4,997.63,4
303,12723,3,5,725.07,1
304,12724,4,4,1031.41,1
305,12726,27,6,2438.82,1
306,12727,10,7,3980.7000000000003,1
307,12728,70,4,836.33,4
308,12729,113,1,453.01,3
309,12731,23,11,17824.01,1
310,12732,179,1,236.26000000000002,2
311,12733,233,1,383.95,2
312,12735,314,2,779.5699999999999,6
313,12736,332,1,234.0,6
314,12739,77,2,1013.04,4
315,12740,63,1,427.6,4
316,12743,133,2,540.13,3
317,12744,51,7,21279.29,4
318,12747,1,9,3489.7400000000002,1
319,12748,0,174,28868.19,5
320,12749,3,5,4090.88,1
321,12750,128,1,275.88,3
322,12752,80,1,4366.78,4
323,12753,22,5,17838.8,1
324,12754,235,3,3010.74,2
325,12755,280,1,17.549999999999997,6
326,12756,86,1,112.08,4
327,12757,15,13,7834.650000000001,1
328,12758,116,2,2791.59,3
329,12759,51,3,1531.44,4
330,12762,7,2,1898.52,1
331,12763,137,1,174.0,3
332,12764,316,1,1693.88,6
333,12766,3,6,5840.34,1
334,12769,238,1,1143.6,2
335,12770,210,1,1351.45,2
336,12772,59,1,892.47,4
337,12775,16,5,1386.04,1
338,12778,19,6,822.23,1
339,12779,37,7,3733.2,1
340,12781,63,2,826.74,4
341,12782,4,4,1867.42,1
342,12783,1,6,2225.91,1
343,12784,8,2,532.82,1
344,12787,9,3,463.66,1
345,12789,64,1,91.85,4
346,12790,191,1,324.92,2
347,12792,256,1,400.54,6
348,12793,334,1,413.68,6
349,12794,52,2,860.41,4
350,12795,18,1,430.48,1
351,12798,9,3,6977.04,1
352,12802,186,1,427.58,2
353,12808,36,2,354.25,1
354,12809,177,1,489.31,2
355,12811,260,3,514.85,6
356,12812,44,1,229.64000000000001,4
357,12814,101,1,125.92,3
358,12815,147,2,1063.46,3
359,12816,95,2,572.2,4
360,12817,280,1,166.04000000000002,6
361,12818,261,1,1542.08,6
362,12820,2,4,942.34,1
363,12821,213,1,92.72,2
364,12822,70,2,948.88,4
365,12823,74,5,1759.5,4
366,12824,59,1,397.12,4
367,12826,2,6,1319.72,1
368,12827,5,3,430.15,1
369,12828,2,6,1018.71,1
370,12829,336,1,207.25,6
371,12830,37,6,6814.64,1
372,12831,261,1,215.05,6
373,12832,31,2,383.03000000000003,1
374,12833,144,1,417.38,3
375,12834,282,1,312.38,6
376,12836,58,4,2610.36,4
377,12837,172,1,134.1,3
378,12838,33,1,281.16,1
379,12839,2,12,4853.97,1
380,12840,143,4,2726.77,3
381,12841,4,23,3485.59,1
382,12842,69,2,1118.99,4
383,12843,65,8,1702.26,4
384,12844,28,2,325.96000000000004,1
385,12845,266,4,354.09000000000003,6
386,12847,21,1,843.64,1
387,12849,30,2,1010.29,1
388,12851,96,1,131.81,4
389,12852,294,1,311.55,6
390,12853,134,6,1957.1000000000001,3
391,12854,78,3,1316.25,4
392,12856,7,6,2170.78,1
393,12857,210,2,1106.4,2
394,12863,51,1,521.2,4
395,12864,137,1,147.12,3
396,12865,25,2,1568.23,1
397,12866,282,1,559.12,6
398,12867,25,6,3646.55,1
399,12868,185,5,1403.76,2
400,12871,83,2,380.64,4
401,12872,326,1,221.44,6
402,12873,281,1,374.0,6
403,12875,142,1,49.470000000000006,3
404,12876,57,2,2218.02,4
405,12877,3,11,1385.71,1
406,12878,235,2,854.99,2
407,12879,44,3,573.22,4
408,12881,275,1,298.0,6
409,12882,8,2,1463.04,1
410,12883,24,4,703.47,1
411,12884,87,1,309.05,4
412,12885,62,3,1175.22,4
413,12886,67,2,1378.4,4
414,12888,213,2,354.12,2
415,12890,23,1,376.71999999999997,1
416,12891,185,3,331.0,2
417,12893,30,1,176.55,1
418,12895,41,2,372.8,4
419,12897,204,2,216.5,2
420,12901,8,28,17654.54,1
421,12902,264,1,138.68,6
422,12904,17,2,496.06,1
423,12906,11,5,2919.81,1
424,12908,175,2,750.0,2
425,12909,39,5,2178.67,1
426,12910,22,8,3075.04,1
427,12912,2,5,1662.3,1
428,12913,4,4,2066.01,1
429,12915,148,1,164.0,3
430,12916,138,4,2944.95,3
431,12917,127,1,594.0,3
432,12919,7,6,1335.19,1
433,12920,16,1,162.78,1
434,12921,8,35,15899.29,1
435,12922,160,1,405.38,3
436,12923,63,1,172.82,4
437,12924,87,4,933.7,4
438,12925,4,2,694.05,1
439,12928,34,4,1670.3600000000001,1
440,12929,311,1,117.85,6
441,12930,77,2,415.8,4
442,12931,21,13,41878.96,1
443,12933,23,3,607.53,1
444,12935,1,7,2160.7,1
445,12936,16,4,1063.9,1
446,12937,14,4,1504.27,1
447,12938,25,1,114.14,1
448,12939,63,8,11581.8,4
449,12940,54,2,899.69,4
450,12942,130,2,416.85,3
451,12944,35,1,317.56,1
452,12945,287,1,462.95,6
453,12947,143,5,1299.95,3
454,12948,15,7,2064.95,1
455,12949,30,8,4167.22,1
456,12950,1,3,1843.0,1
457,12951,8,6,1064.07,1
458,12952,5,4,1387.79,1
459,12953,9,1,329.85,1
460,12955,0,11,4757.16,1
461,12956,305,1,108.07,6
462,12957,9,8,4017.54,1
463,12962,6,2,266.39,1
464,12963,7,7,1490.83,1
465,12965,88,1,769.8100000000001,4
466,12966,9,1,160.18,1
467,12968,111,1,135.95,3
468,12970,6,4,405.47,1
469,12971,3,81,10753.72,5
470,12974,197,1,144.8,2
471,12976,211,1,738.6,2
472,12977,155,1,39.239999999999995,3
473,12980,157,8,6485.58,3
474,12981,29,2,372.21999999999997,1
475,12982,242,1,390.54,2
476,12984,18,1,97.5,1
477,12985,0,2,1239.38,1
478,12987,73,2,558.7,4
479,12988,291,1,505.82,6
480,12989,2,14,6721.61,1
481,12990,30,3,409.5,1
482,12991,22,2,503.76,1
483,12993,22,4,414.76,1
484,12994,3,3,974.42,1
485,12995,84,1,211.32,4
486,12997,21,4,1226.89,1
487,12999,195,3,455.88,2
488,13000,106,2,333.1,3
489,13001,3,13,9785.970000000001,1
490,13002,317,1,120.95,6
491,13003,105,3,149.05,3
492,13004,11,17,5298.9,1
493,13005,173,2,513.7,3
494,13006,55,1,81.57,4
495,13008,322,1,229.47,6
496,13012,8,8,1646.8400000000001,1
497,13013,0,11,3282.6,1
498,13014,10,10,3466.28,1
499,13015,52,5,3339.64,4
500,13016,72,3,789.89,4
501,13017,6,1,204.0,1
502,13018,15,28,7277.7,1
503,13021,3,8,2459.03,1
504,13023,63,2,689.9,4
505,13026,0,5,975.36,1
506,13027,113,5,5472.0,3
507,13028,22,2,661.3199999999999,1
508,13029,30,2,865.0,1
509,13030,10,1,350.08,1
510,13032,51,2,1010.1800000000001,4
511,13034,54,1,476.91,4
512,13035,73,2,921.88,4
513,13037,137,3,881.07,3
514,13038,79,3,908.46,4
515,13040,8,2,676.99,1
516,13043,272,1,516.42,6
517,13044,290,1,560.47,6
518,13045,98,1,305.28000000000003,4
519,13046,30,2,619.31,1
520,13047,31,7,2870.91,1
521,13048,13,4,1819.41,1
522,13049,63,2,656.6800000000001,4
523,13050,14,13,4636.99,1
524,13052,211,1,348.15000000000003,2
525,13055,77,3,1214.41,4
526,13058,24,3,271.40000000000003,1
527,13059,249,1,183.4,2
528,13060,253,1,307.53000000000003,6
529,13061,71,1,248.61,4
530,13062,190,1,346.98,2
531,13064,12,4,1105.59,1
532,13066,23,2,470.8,1
533,13067,81,1,115.46000000000001,4
534,13068,9,2,344.0,1
535,13069,0,20,3787.32,1
536,13070,191,1,228.8,2
537,13072,266,1,177.15,6
538,13075,129,1,919.61,3
539,13077,0,3,414.3,1
540,13078,2,24,11746.78,1
541,13079,3,5,220.10000000000002,1
542,13080,178,1,58.08,2
543,13081,11,9,25970.6,1
544,13082,125,9,3613.63,3
545,13083,3,2,303.75,1
546,13085,157,2,416.08,3
547,13089,2,89,52808.87,5
548,13090,8,11,7902.42,1
549,13091,27,1,345.82,1
550,13092,70,4,292.38,4
551,13093,275,5,4036.96,6
552,13094,20,11,1703.64,1
553,13095,70,1,74.39999999999999,4
554,13097,32,9,5698.32,1
555,13098,0,28,28882.44,1
556,13099,98,1,207.36,4
557,13101,233,1,101.19,2
558,13102,0,22,5750.17,1
559,13103,39,1,243.94,1
560,13104,2,5,996.72,1
561,13106,132,1,76.5,3
562,13107,43,4,1531.6200000000001,4
563,13109,59,2,786.54,4
564,13110,30,7,1488.67,1
565,13113,0,23,11872.99,1
566,13115,11,4,2294.78,1
567,13116,137,1,501.14,3
568,13117,21,6,596.76,1
569,13118,19,5,1197.81,1
570,13120,238,1,30.6,2
571,13121,268,1,283.73,6
572,13122,93,2,922.39,4
573,13124,89,2,2500.01,4
574,13126,4,6,1876.2,1
575,13127,77,1,259.17,4
576,13130,93,1,64.0,4
577,13131,22,3,1073.3,1
578,13132,261,1,77.3,6
579,13133,273,2,109.8,6
580,13134,85,4,1793.58,4
581,13135,196,1,3096.0,2
582,13136,55,5,2607.61,4
583,13137,10,8,3603.29,1
584,13138,21,5,769.16,1
585,13139,15,7,5064.9400000000005,1
586,13140,107,2,264.21,3
587,13141,84,5,2388.75,4
588,13142,18,1,307.09000000000003,1
589,13144,332,1,110.95,6
590,13145,39,3,323.52,1
591,13146,25,1,228.91,1
592,13147,9,4,712.8,1
593,13148,28,11,3373.86,1
594,13149,13,4,1676.06,1
595,13151,295,1,1257.8700000000001,6
596,13153,5,1,486.22,1
597,13155,32,3,592.06,1
598,13157,48,4,1741.22,4
599,13158,94,4,1201.06,4
600,13159,8,4,1429.35,1
601,13160,21,1,91.8,1
602,13161,312,1,112.75,6
603,13162,121,4,1679.89,3
604,13165,45,1,666.8399999999999,4
605,13166,282,1,417.2,6
606,13167,18,4,791.33,1
607,13168,35,4,1299.59,1
608,13169,63,2,712.88,4
609,13170,26,1,108.81,1
610,13171,21,3,468.41,1
611,13173,3,1,187.71,1
612,13174,15,2,1373.76,1
613,13176,45,1,481.49,4
614,13177,64,1,282.45,4
615,13178,25,10,5015.47,1
616,13182,44,1,121.18,4
617,13183,7,9,3957.78,1
618,13184,14,10,1668.95,1
619,13185,267,1,71.4,6
620,13186,39,3,1575.89,1
621,13187,336,1,236.02,6
622,13188,10,1,114.6,1
623,13189,18,2,260.68,1
624,13192,94,2,911.94,4
625,13193,60,1,112.08,4
626,13194,135,1,60.7,3
627,13196,10,4,1797.78,1
628,13198,9,5,3016.69,1
629,13199,3,36,9105.32,1
630,13200,18,4,870.09,1
631,13203,9,4,869.46,1
632,13207,14,2,250.26000000000002,1
633,13208,58,6,1217.65,4
634,13209,29,7,5572.76,1
635,13210,93,1,353.48,4
636,13211,9,2,984.72,1
637,13212,19,3,786.83,1
638,13213,56,5,1520.58,4
639,13216,267,1,333.74,6
640,13217,121,3,533.98,3
641,13218,126,1,62.64,3
642,13220,77,4,819.2900000000001,4
643,13221,239,1,349.25,2
644,13223,199,2,163.2,2
645,13224,59,2,2155.95,4
646,13225,2,6,5257.12,1
647,13226,272,1,108.21000000000001,6
648,13227,201,1,257.7,2
649,13228,80,1,358.0,4
650,13229,225,1,160.95,2
651,13230,3,13,2662.18,1
652,13232,12,7,1328.35,1
653,13233,73,2,605.12,4
654,13235,211,1,1031.07,2
655,13236,24,2,744.85,1
656,13238,16,3,609.58,1
657,13239,261,1,329.56,6
658,13240,95,3,439.58,4
659,13242,111,3,270.40000000000003,3
660,13243,202,1,585.12,2
661,13244,92,1,121.74000000000001,4
662,13245,50,1,430.5,4
663,13246,17,6,1961.52,1
664,13247,17,4,501.12,1
665,13248,124,2,465.68,3
666,13249,91,3,711.41,4
667,13253,156,2,1030.4,3
668,13255,8,1,173.81,1
669,13258,11,3,672.83,1
670,13259,61,1,283.18,4
671,13260,60,1,557.62,4
672,13261,268,2,944.1,6
673,13262,262,1,200.29,6
674,13263,0,35,7436.93,1
675,13265,52,5,2092.66,4
676,13266,10,12,3834.2599999999998,1
677,13267,2,17,3899.19,1
678,13268,17,11,3174.75,1
679,13269,0,13,4681.11,1
680,13271,36,1,211.49,1
681,13272,30,2,276.56,1
682,13273,112,1,138.98,3
683,13276,63,2,590.9300000000001,4
684,13277,15,4,258.4,1
685,13278,40,1,542.73,1
686,13279,77,1,137.75,4
687,13280,121,3,798.46,3
688,13282,17,3,1132.14,1
689,13283,59,2,93.66,4
690,13284,330,1,201.19,6
691,13285,22,4,2709.12,1
692,13291,155,1,361.11,3
693,13292,38,2,578.94,1
694,13294,189,2,873.74,2
695,13296,136,1,87.4,3
696,13297,7,4,2089.85,1
697,13298,0,1,360.0,1
698,13299,267,1,142.5,6
699,13300,168,1,371.89,3
700,13301,103,4,618.09,3
701,13302,154,1,63.75,3
702,13305,3,9,1864.66,1
703,13307,119,1,15.0,3
704,13308,22,3,1385.51,1
705,13309,6,5,1456.79,1
706,13310,27,3,1132.03,1
707,13311,3,2,598.57,1
708,13313,21,5,1555.3200000000002,1
709,13314,1,3,775.94,1
710,13316,36,4,5732.93,1
711,13317,65,4,2035.63,4
712,13318,0,3,640.76,1
713,13319,4,22,9294.47,1
714,13320,77,4,1532.2,4
715,13321,71,2,567.36,4
716,13322,16,1,199.48000000000002,1
717,13323,2,5,787.85,1
718,13324,35,9,6471.85,1
719,13325,81,1,675.3,4
720,13327,38,6,2882.77,1
721,13328,315,1,1308.48,6
722,13329,31,1,484.79999999999995,1
723,13330,92,3,1140.93,4
724,13332,13,1,350.90000000000003,1
725,13334,81,3,3502.32,4
726,13336,76,1,795.12,4
727,13338,157,1,487.02,3
728,13339,200,1,860.12,2
729,13340,44,7,10736.48,4
730,13341,260,1,775.85,6
731,13343,177,1,353.43,2
732,13344,67,3,2511.69,4
733,13345,287,1,389.5,6
734,13347,69,1,341.36,4
735,13348,63,1,233.76000000000002,4
736,13349,10,1,247.32,1
737,13350,15,2,979.12,1
738,13351,65,1,373.94,4
739,13352,59,1,397.98,4
740,13354,70,1,743.53,4
741,13355,121,1,674.7,3
742,13356,79,1,768.24,4
743,13357,256,1,609.4,6
744,13358,268,1,439.03000000000003,6
745,13359,63,1,439.56,4
746,13362,8,4,3090.7400000000002,1
747,13363,17,2,992.5,1
748,13364,70,1,134.96,4
749,13365,33,2,2225.37,1
750,13366,49,1,56.16,4
751,13368,256,2,623.4,6
752,13372,89,1,378.64,4
753,13373,60,3,3312.25,4
754,13375,88,1,778.65,4
755,13376,98,3,1019.76,4
756,13379,25,3,572.56,1
757,13381,31,6,3639.31,1
758,13382,280,1,222.99,6
759,13384,30,7,4151.93,1
760,13385,329,1,534.57,6
761,13388,130,2,677.1,3
762,13389,10,3,797.96,1
763,13390,74,1,544.08,4
764,13391,203,1,59.8,2
765,13394,1,8,2520.02,1
766,13395,184,1,307.72,2
767,13396,28,2,1360.99,1
768,13397,72,5,1544.13,4
769,13398,191,1,457.34000000000003,2
770,13402,126,1,312.95,3
771,13403,17,1,75.0,1
772,13404,0,2,252.49,1
773,13405,73,3,572.451,4
774,13408,1,57,25085.84,5
775,13410,23,5,1003.06,1
776,13411,106,1,213.55,3
777,13414,133,3,1390.5,3
778,13416,43,2,712.5,4
779,13417,4,2,640.83,1
780,13418,11,13,4547.81,1
781,13419,63,1,221.06,4
782,13420,149,2,159.85,3
783,13421,39,2,1833.71,1
784,13422,63,1,2626.3,4
785,13425,107,3,1624.21,3
786,13426,0,9,3304.34,1
787,13427,18,3,582.6,1
788,13428,9,1,201.78,1
789,13429,10,4,1006.8,1
790,13430,18,2,679.45,1
791,13431,66,2,1269.1,4
792,13434,73,2,534.24,4
793,13435,4,7,3809.89,1
794,13436,1,1,196.89,1
795,13437,13,7,3408.06,1
796,13439,254,1,283.71,6
797,13441,91,1,296.64,4
798,13447,22,3,1129.14,1
799,13448,16,3,2705.15,1
800,13449,23,1,291.88,1
801,13450,26,6,2043.72,1
802,13451,25,5,2898.2599999999998,1
803,13452,258,2,590.0,6
804,13453,165,2,356.98,3
805,13455,24,1,365.4,1
806,13456,17,6,1766.72,1
807,13458,6,13,8460.710000000001,1
808,13460,28,2,183.44,1
809,13461,38,3,1445.0,1
810,13462,252,1,151.5,6
811,13464,57,1,674.68,4
812,13466,183,1,307.90000000000003,2
813,13467,10,2,1071.91,1
814,13468,1,33,4793.97,1
815,13470,98,2,165.0,4
816,13471,0,4,2501.84,1
817,13473,60,2,422.64,4
818,13474,235,1,224.34,2
819,13475,190,4,1431.78,2
820,13476,178,2,1238.47,2
821,13477,37,6,1454.58,1
822,13479,200,2,300.95,2
823,13481,45,5,1804.56,4
824,13482,231,1,184.64000000000001,2
825,13483,65,1,140.34,4
826,13484,240,1,313.8,2
827,13485,232,1,454.24,2
828,13486,77,3,1122.41,4
829,13487,57,2,382.25,4
830,13488,16,12,7586.39,1
831,13489,104,4,449.52,3
832,13491,51,8,1019.42,4
833,13492,135,3,1269.84,3
834,13493,274,2,618.63,6
835,13494,311,1,316.26000000000005,6
836,13495,7,3,1179.44,1
837,13496,10,1,152.32,1
838,13497,282,1,194.55,6
839,13499,17,5,1159.1100000000001,1
840,13500,22,3,1166.77,1
841,13501,287,1,1340.32,6
842,13502,16,3,292.0,1
843,13503,70,1,216.85,4
844,13504,63,1,295.93,4
845,13505,72,4,4393.63,4
846,13506,315,1,157.4,6
847,13507,2,4,2479.16,1
848,13508,243,1,110.97,2
849,13509,8,7,979.72,1
850,13510,0,4,1791.56,1
851,13512,260,1,251.21,6
852,13513,126,1,205.1,3
853,13514,73,1,152.20000000000002,4
854,13515,72,4,891.12,4
855,13516,20,3,1389.41,1
856,13517,59,3,2128.42,4
857,13518,85,1,627.16,4
858,13519,77,1,122.75,4
859,13520,58,5,3320.95,4
860,13521,0,3,1071.73,1
861,13522,29,1,125.80000000000001,1
862,13523,32,4,3397.93,1
863,13524,40,5,680.1800000000001,1
864,13525,14,2,628.78,1
865,13527,33,7,2242.36,1
866,13529,78,2,307.76,4
867,13531,204,1,178.35,2
868,13532,33,1,210.31,1
869,13533,182,3,269.09,2
870,13534,1,23,5586.88,1
871,13536,0,7,3444.39,1
872,13538,42,7,1280.85,4
873,13539,85,3,631.34,4
874,13544,39,2,276.06,1
875,13546,11,3,621.09,1
876,13548,95,2,678.16,4
